Unnamed: 0,title,ingredients,directions,link,source,NER
662951,Stuffed Zucchini,"[""3 zucchini (medium)"", ""3 Tbsp. minced onion"", ""3 Tbsp. butter"", ""salt and pepper"", ""1 c. soft bread crumbs"", ""1/2 c. cooked tomato""]","[""Cook zucchini (whole) in boiling salted water for 10 minutes. Cut in halves and scoop out centers."", ""Mix pulp with remaining ingredients."", ""Fill zucchini."", ""Bake at 350\u00b0 for 15 minutes. Garnish with crisp bacon.""]",www.cookbooks.com/Recipe-Details.aspx?id=391189,Gathered,"[""zucchini"", ""onion"", ""butter"", ""salt"", ""bread crumbs"", ""tomato""]"
663096,Paradise Salad,"[""1 c. chopped pecans"", ""1 c. crushed pineapple"", ""1 pkg. cream cheese"", ""1 c. miniature marshmallows"", ""1 c. whipped cream""]","[""Mix first 4 ingredients together."", ""Let set overnight."", ""Add whipped cream and mix.""]",www.cookbooks.com/Recipe-Details.aspx?id=978234,Gathered,"[""pecans"", ""pineapple"", ""cream cheese"", ""marshmallows"", ""whipped cream""]"
663111,Bourbon Hot Dogs,"[""3/4 c. bourbon"", ""1/2 c. brown sugar"", ""1 1/2 c. ketchup"", ""1 Tbsp. grated onion"", ""1 1/2 lb. mini hot dogs""]","[""Combine all ingredients in casserole."", ""Bake 1 hour at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=426945,Gathered,"[""bourbon"", ""brown sugar"", ""ketchup"", ""onion""]"
663202,Pineapple Cheese Ball,"[""2 (8-oz.) pkgs. cream cheese, softened"", ""1 (8 1/2-oz.) can crushed pineapple, drained"", ""2 c. finely chopped pecans""]","[""Combine cheese, pineapple and one cup pecans. Shape into ball. Roll in remaining pecans. Chill and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=94779,Gathered,"[""cream cheese"", ""pineapple"", ""pecans""]"
663345,Creamy Potatoes,"[""4 medium potatoes, peeled and cubed"", ""1/3 c. chopped onion"", ""1 (1 oz.) pkg. Ranch dressing mix"", ""4 Tbsp. fat-free sour cream"", ""2 c. skim milk"", ""1/2 tsp. parsley""]","[""Precook potatoes in microwave until slightly tender."", ""Spray skillet with vegetable spray."", ""Brown onion and potatoes."", ""When golden brown, add the rest of the ingredients and simmer until it thickens."", ""Makes 6 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=1002526,Gathered,"[""potatoes"", ""onion"", ""sour cream"", ""milk"", ""parsley""]"
663347,Mexican Dip,"[""8 oz. pkg. cream cheese, softened"", ""12 oz. jar salsa"", ""2 c. Monterey Jack cheese, shredded""]","[""Line pie plate with cream cheese."", ""Pour in salsa and cover with cheese."", ""Bake at 350\u00b0 for 25 to 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=990936,Gathered,"[""cream cheese"", ""salsa"", ""cheese""]"
663352,Orange Breakfast Nog,"[""1 1/2 c. buttermilk"", ""1/2 (6 oz.) can frozen orange juice concentrate (1/3 c.)"", ""2 Tbsp. brown sugar"", ""1 tsp. vanilla"", ""2 or 3 large ice cubes""]","[""In a blender container, combine buttermilk, orange juice concentrate, brown sugar and vanilla."", ""Cover and blend until smooth."", ""With blender running, add ice cubes, one at a time, through opening in lid."", ""Blend until smooth and frothy."", ""Makes 2 (about 10 ounce) servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=941036,Gathered,"[""buttermilk"", ""orange juice"", ""brown sugar"", ""vanilla""]"
663356,Holiday Lime Jello Mold,"[""1 large box lime Jell-O"", ""1 lb. can crushed pineapple"", ""1 pt. sour cream"", ""1 c. walnuts or pecans, crushed"", ""cherries""]","[""Mix Jell-O according to directions on box."", ""Chill until half jelled."", ""Add sour cream."", ""Beat with mixer until thoroughly mixed. Drain pineapple until all juice is drained."", ""Add pineapple to Jell-O and sour cream."", ""Mix. Add nuts; mix."", ""Garnish with split cherries."", ""Chill until set.""]",www.cookbooks.com/Recipe-Details.aspx?id=492093,Gathered,"[""lime"", ""pineapple"", ""sour cream"", ""walnuts"", ""cherries""]"
663373,Melted Cheese Delight,"[""1 c. sharp Cheddar cheese, grated or chunked"", ""1 c. Hellmann's mayonnaise (no substitute)"", ""1 medium onion, grated or chopped fine"", ""rosemary""]","[""Microwave:"", ""Mix all together in a microwave-safe dish. Microwave until smooth and creamy, stirring after every minute.""]",www.cookbooks.com/Recipe-Details.aspx?id=914603,Gathered,"[""Cheddar cheese"", ""mayonnaise"", ""onion"", ""rosemary""]"
663380,Egg In Orange Shell(Serves One)  ,"[""1 egg"", ""1 slice bacon (if desired)"", ""salt and pepper as desired"", ""1 orange""]","[""Cut orange in half."", ""Use one half; remove pulp and eat it. Remove and discard membrane."", ""(If desired, line shell with wax paper or bacon.)"", ""Break egg in shell; season with salt and pepper, if desired."", ""Bake in a 325\u00b0 oven or in the coals of outdoor fire.""]",www.cookbooks.com/Recipe-Details.aspx?id=752666,Gathered,"[""egg"", ""bacon"", ""salt"", ""orange""]"
663492,Slick Chick,"[""1 chicken, cut in serving pieces"", ""1 bottle low-calorie Italian dressing"", ""2 c. Parmesan cheese""]","[""Place chicken in large bowl."", ""Pour Italian dressing over chicken."", ""Cover and let marinate several hours or overnight. Drain and roll in Parmesan cheese; place in single layer, skin side up, on baking sheet."", ""Bake, uncovered, at 350\u00b0 for 1 hour or until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=970009,Gathered,"[""chicken"", ""Italian dressing"", ""Parmesan cheese""]"
663493,Pecan Drop Cookies,"[""1 egg white, stiffly beaten"", ""1 c. brown sugar, add gradually, beating after each addition"", ""1 c. pecans, whole or broken""]","[""Add pecans to egg mixture."", ""Drop by teaspoon onto a buttered cookie sheet."", ""Bake at 300\u00b0 for 30 minutes."", ""Should be light brown when done."", ""Makes about 30.""]",www.cookbooks.com/Recipe-Details.aspx?id=874232,Gathered,"[""egg"", ""brown sugar"", ""pecans""]"
663525,Russian Tea,"[""1 (16 oz.) jar ice tea mix"", ""1 (6 oz.) jar Tang"", ""2 Tbsp. ginger""]","[""This is to be used as hot toddy.""]",www.cookbooks.com/Recipe-Details.aspx?id=515617,Gathered,"[""ginger""]"
663532,Shrimp Dip,"[""8 oz. cream cheese with chives"", ""4 oz. can shrimp, drained"", ""1/2 c. mayonnaise""]","[""Mix together."", ""Heat in a 350\u00b0 oven for 15 minutes."", ""Serve with crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=971570,Gathered,"[""cream cheese"", ""shrimp"", ""mayonnaise""]"
663620,Quick Brass Cleaner,"[""Scrub Free""]","[""Spray Scrub Free over brass, rinse with warm water and towel dry."", ""Work great for a quick touch up without the mess of brass cleaners!""]",www.cookbooks.com/Recipe-Details.aspx?id=437551,Gathered,[]
663623,Quick Baked Beans,"[""1/2 c. chopped onion"", ""4 Tbsp. butter or bacon grease"", ""1 medium can pork and beans"", ""1 c. brown sugar"", ""1 Tbsp. mustard"", ""1/2 c. ketchup"", ""salt and pepper to taste""]","[""In large skillet, saute onion in butter. Pour pork and beans into skillet. Add remaining ingredients. Bring to a boil and then reduce to a simmer for 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=10895,Gathered,"[""onion"", ""butter"", ""pork"", ""brown sugar"", ""mustard"", ""ketchup"", ""salt""]"
663787,Hot Cocoa,"[""a full spoon of milk"", ""2 oz. sugar"", ""1 oz. salt"", ""5 oz. chocolate""]","[""Put it in a pot and turn it on."", ""Let it get hot to where the sugar goes down to the bottom and melts.""]",www.cookbooks.com/Recipe-Details.aspx?id=641989,Gathered,"[""milk"", ""sugar"", ""salt"", ""chocolate""]"
663806,Melt In Your Mouth Turkey,"[""1 turkey"", ""salt to taste"", ""butter or margarine""]","[""Place turkey in large stock pot (I use a canner)."", ""Place a saucer or small cake pan under turkey."", ""Cover with water."", ""Salt to taste."", ""Bring to a boil."", ""Reduce heat and cook until just done. Let cool until you can remove from pot."", ""Place in broiler pan; rub skin with butter or margarine."", ""Brown in oven."", ""Use reserved stock for stuffing and gravy.""]",www.cookbooks.com/Recipe-Details.aspx?id=976466,Gathered,"[""turkey"", ""salt"", ""butter""]"
663850,Mustard Sauce(Microwave)  ,"[""1/2 c. mayonnaise"", ""1 Tbsp. finely chopped onion"", ""2 tsp. mustard"", ""1/4 tsp. salt"", ""1/4 tsp. paprika""]","[""Mix together and heat on 40% power for 2 to 3 minutes."", ""Great served with ham or corned beef and cabbage.""]",www.cookbooks.com/Recipe-Details.aspx?id=1076821,Gathered,"[""mayonnaise"", ""onion"", ""mustard"", ""salt"", ""paprika""]"
663965,Rice Pudding,"[""4 c. milk"", ""1 c. Minute rice"", ""1 egg, well beaten"", ""1/4 c. raisins (optional)"", ""1 small pkg. Jell-O vanilla pudding mix (not instant)""]","[""Gradually stir milk and egg into pudding mix in a saucepan. Add rice and raisins."", ""Stir over medium heat until mixture comes to a boil."", ""Cool 5 minutes, stirring twice.""]",www.cookbooks.com/Recipe-Details.aspx?id=375175,Gathered,"[""milk"", ""rice"", ""egg"", ""raisins""]"
663988,Shrimp Dip,"[""1 c. mayonnaise"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 Tbsp. minced onion"", ""1 (4 1/2 oz.) can shrimp, drained""]","[""Mix in mixer or with fork, not in a blender."", ""Chill well before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=586760,Gathered,"[""mayonnaise"", ""cream cheese"", ""onion"", ""shrimp""]"
664018,Parmesan Chicken,"[""1 c. mayonnaise"", ""2 tsp. oregano"", ""1/2 c. Parmesan cheese, grated"", ""2 to 3 lb. chicken""]","[""Spread mayonnaise over chicken."", ""Mix Parmesan and oregano well."", ""Roll chicken with mayonnaise in cheese mixture."", ""Bake at 375\u00b0 for 45 minutes."", ""Serves 4 to 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=602822,Gathered,"[""mayonnaise"", ""oregano"", ""Parmesan cheese"", ""chicken""]"
664095,Microwave Mashed Potatoes,"[""6 to 8 potatoes, cooked and mashed (do not add milk or butter)"", ""1 (8 oz.) pkg. cream cheese"", ""1 large tub French onion chip dip"", ""1 lb. bacon, fried crisp and crumbled""]","[""Add cream cheese to mashed potatoes and mix well."", ""Stir in chip dip."", ""Add bacon and mix well."", ""Put in casserole; dot with butter and paprika."", ""Microwave on High for 7 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=700435,Gathered,"[""potatoes"", ""cream cheese"", ""bacon""]"
664242,Grape Drink(To Can)  ,"[""1 c. grapes"", ""1/4 c. to 1/2 c. sugar""]","[""A delicious bright red grape drink can be canned when the Concord grapes are ripe.""]",www.cookbooks.com/Recipe-Details.aspx?id=515082,Gathered,"[""grapes"", ""sugar""]"
664386,Chicken And Dumplings,"[""chicken, cooked until tender"", ""chicken broth"", ""canned biscuits""]","[""Remove bones from chicken."", ""Place back into juice that it cooked in."", ""Add 1 can chicken broth."", ""Flatten biscuits out and cut into small squares."", ""Put biscuit squares into hot broth."", ""Cook until tender.""]",www.cookbooks.com/Recipe-Details.aspx?id=765099,Gathered,"[""chicken"", ""chicken broth""]"
664387,Wild Blueberry Ambrosia,"[""1 c. blueberries"", ""1 c. grapes"", ""1 c. drained crushed pineapple"", ""1 c. mini marshmallows"", ""1 c. sour cream"", ""3 Tbsp. sugar"", ""1/2 c. coconut"", ""1 sliced banana""]","[""Combine all ingredients and chill 2 hours before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=766352,Gathered,"[""blueberries"", ""grapes"", ""pineapple"", ""marshmallows"", ""sour cream"", ""sugar"", ""coconut"", ""banana""]"
664395,Hot Tea Mix,"[""1 1/4 c. sugar"", ""1 c. Instant tea"", ""2 packages kool-aid (orange, cranberry, or raspberry)""]","[""Mix all ingredients together.""]",www.cookbooks.com/Recipe-Details.aspx?id=48246,Gathered,"[""sugar"", ""orange""]"
664407,Swedish Coffee Treat,"[""1 c. brown sugar"", ""1/2 tsp. cinnamon"", ""1/2 tsp. nutmeg""]","[""Mix together and store in an airtight jar with lid."", ""Add one heaping teaspoon to 1 cup of freshly brewed coffee and a slice of orange.""]",www.cookbooks.com/Recipe-Details.aspx?id=809495,Gathered,"[""brown sugar"", ""cinnamon"", ""nutmeg""]"
664563,White Sauce For Chicken,"[""1 c. mayonnaise"", ""1 Tbsp. salt"", ""1 Tbsp. sugar"", ""1 Tbsp. pepper"", ""1/4 c. vinegar"", ""3 Tbsp. lemon juice""]","[""Put all ingredients in a glass jar; shake well."", ""Store in refrigerator.""]",www.cookbooks.com/Recipe-Details.aspx?id=696883,Gathered,"[""mayonnaise"", ""salt"", ""sugar"", ""pepper"", ""vinegar"", ""lemon juice""]"
664676,Coconut Icing,"[""1 (8 oz.) pkg. cream cheese"", ""1/2 stick butter"", ""1 box 10x sugar"", ""1 tsp. vanilla""]","[""Beat all ingredients until fluffy and smooth.""]",www.cookbooks.com/Recipe-Details.aspx?id=568520,Gathered,"[""cream cheese"", ""butter"", ""sugar"", ""vanilla""]"
664737,Buffalo Wings,"[""1 bag chicken wings (5 lb.)"", ""1 c. butter"", ""1 1/2 c. Louisiana hot sauce"", ""4 pkg. dry Italian dressing"", ""1/4 c. lemon juice""]","[""Melt butter."", ""Mix all ingredients."", ""Deep fry wings; drain on paper towels."", ""Dip wings in hot sauce and bake 10 minutes at 350\u00b0 or until brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=522762,Gathered,"[""chicken"", ""butter"", ""hot sauce"", ""Italian dressing"", ""lemon juice""]"
665069,Homemade Mayonnaise,"[""3/4 c. sugar"", ""1/2 c. vinegar"", ""1 egg"", ""2 Tbsp. butter""]","[""Mix egg and sugar well, then add vinegar and bring to a boil. Next, add butter and let cool."", ""This can be used for potato salad or other salads that require dressing.""]",www.cookbooks.com/Recipe-Details.aspx?id=743054,Gathered,"[""sugar"", ""vinegar"", ""egg"", ""butter""]"
665165,Chicken And Rice,"[""1 whole chicken, cooked and deboned"", ""2 1/2 c. rice""]","[""Mix chicken and rice together in chicken broth."", ""Cook until rice is done."", ""Season to taste.""]",www.cookbooks.com/Recipe-Details.aspx?id=467518,Gathered,"[""chicken"", ""rice""]"
665254,Family Rice Pudding,"[""2 qt. milk"", ""1 c. sugar"", ""1 c. rice"", ""pinch of salt"", ""1 tsp. vanilla""]","[""Combine all ingredients in baking dish; stir lightly."", ""Bake in 325\u00b0 oven for 1 hour or until rice is tender, stirring twice.""]",www.cookbooks.com/Recipe-Details.aspx?id=704937,Gathered,"[""milk"", ""sugar"", ""rice"", ""salt"", ""vanilla""]"
665256,Potato Casserole,"[""6 potatoes, cooked"", ""1 1/2 tsp. salt"", ""1 c. sour cream"", ""1 onion"", ""1 c. cheese"", ""1/2 c. butter, melted""]","[""Combine all ingredients, except butter."", ""Spoon into a 2-quart baking dish."", ""Pour butter over the top."", ""Bake at 400\u00b0 for 25 minutes, or until brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=424512,Gathered,"[""potatoes"", ""salt"", ""sour cream"", ""onion"", ""cheese"", ""butter""]"
665454,Cheesy Potato Bake,"[""6 to 8 potatoes"", ""8 oz. sour cream"", ""1 c. grated Cheddar cheese"", ""1/2 c. onion, minced"", ""1/2 stick melted butter""]","[""Boil potatoes with skins on."", ""Cool."", ""Remove skins and grate on a cheese grater. Add all of the remaining ingredients."", ""Bake at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=781272,Gathered,"[""potatoes"", ""sour cream"", ""Cheddar cheese"", ""onion"", ""butter""]"
665485,Date Roll,"[""1 1/2 c. sugar"", ""1/2 c. milk (evaporated)"", ""1/4 lb. pitted dates"", ""1/4 lb. pecans""]","[""Place sugar and milk in a saucepan."", ""Stir over low heat until sugar is dissolved."", ""Increase heat and boil to a soft ball."", ""Stir in cut up dates and cook for 2 to 3 minutes longer."", ""Remove from heat and beat until thick; add nuts and roll in foil.""]",www.cookbooks.com/Recipe-Details.aspx?id=466202,Gathered,"[""sugar"", ""milk"", ""dates"", ""pecans""]"
665573,Herbed Potatoes,"[""4 peeled and thick sliced potatoes"", ""1/2 Tbsp. butter"", ""1/4 tsp. thyme"", ""1 small onion, chopped"", ""1/8 tsp. salt"", ""1/4 tsp. sage""]","[""Form a pocket with heavy-duty aluminum foil."", ""Put potatoes in foil and top with butter and seasoning. Close foil and bake at 400\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=901835,Gathered,"[""potatoes"", ""butter"", ""thyme"", ""onion"", ""salt"", ""sage""]"
665723,Sauerkraut Sausage Balls,"[""16 oz. chopped sauerkraut, drained"", ""1 lb. sausage (lean), sage, regular or hot"", ""3/4 c. quick oats"", ""1 egg, beaten"", ""2 Tbsp. brown sugar""]","[""Pat out any excess moisture from the sauerkraut."", ""Mix everything together well and form into small balls."", ""Place on large cake sheet."", ""Bake at 375\u00b0 for 20 to 25 minutes."", ""Drain on paper towels.""]",www.cookbooks.com/Recipe-Details.aspx?id=65428,Gathered,"[""sauerkraut"", ""sausage"", ""oats"", ""egg"", ""brown sugar""]"
665742,Wild Rice Casserole,"[""1/4 lb. butter"", ""1/2 c. slivered almonds"", ""1 c. wild rice (raw or brown)"", ""2 Tbsp. chopped chives or green onion"", ""1/2 lb. mushrooms"", ""3 c. chicken broth (make with chicken bouillon)""]","[""In heavy skillet, brown first 5 ingredients, stirring frequently."", ""Place in casserole with chicken broth."", ""Cover tightly."", ""Bake at 325\u00b0 for 1 1/4 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=886221,Gathered,"[""butter"", ""almonds"", ""wild rice"", ""chives"", ""mushrooms"", ""chicken broth""]"
665759,Betty'S Orange Julius Drink,"[""6 oz. can frozen orange concentrate"", ""1 can milk"", ""1 can vodka"", ""1/2 can or less sugar"", ""small cap vanilla"", ""approximately 14 ice cubes""]","[""Use liquify setting on blender."", ""Makes blender full.""]",www.cookbooks.com/Recipe-Details.aspx?id=1019223,Gathered,"[""milk"", ""vodka"", ""sugar"", ""vanilla""]"
665772,Almond Roca,"[""1 lb. real butter"", ""2 c. sugar"", ""4 1/2 to 8 oz. almonds (slivered or whole)""]","[""Combine butter and sugar into medium pan."", ""Cook over medium heat until reaches 300\u00b0 or hard crack on candy thermometer."", ""Take off heat; add your almonds."", ""Pour onto cookie sheet.""]",www.cookbooks.com/Recipe-Details.aspx?id=887063,Gathered,"[""butter"", ""sugar"", ""almonds""]"
665874,Potato Soup,"[""2 slices bacon"", ""1 c. onion"", ""1 can evaporated milk"", ""2 large potatoes""]","[""In deep pot brown bacon, take out bacon when brown; set aside. Chop onions, cook until tender."", ""Chop potatoes into small pieces, put into pot with onions, then add milk and bacon."", ""Cook for 20 minutes."", ""Simmer on low heat.""]",www.cookbooks.com/Recipe-Details.aspx?id=885659,Gathered,"[""bacon"", ""onion"", ""milk"", ""potatoes""]"
665881,Snowy Day S'Mores,"[""graham crackers"", ""fudge (like for hot fudge sundaes)"", ""miniature marshmallows""]","[""Place graham crackers on a cookie sheet."", ""Spread them with a layer of fudge."", ""Cover the fudge with a layer of miniature marshmallows."", ""Bake in a preheated oven or toaster oven at 350\u00b0 for about 5 minutes or until marshmallows are golden brown."", ""Serve with hot chocolate after building a snowman on a cold, wintery day.""]",www.cookbooks.com/Recipe-Details.aspx?id=517498,Gathered,"[""graham crackers"", ""marshmallows""]"
665884,One Bowl Macaroons,"[""2/3 c. coconut"", ""2/3 c. sweetened condensed milk"", ""1 tsp. vanilla""]","[""Heat oven to 350\u00b0."", ""Mix coconut, milk and vanilla in a large bowl."", ""Drop by teaspoonfuls onto well-greased cookie sheets, pressing down ends of coconut with back of spoon."", ""Bake 10 to 12 minutes or until golden brown."", ""Immediately remove from cookie sheet."", ""Cool on a wire rack.""]",www.cookbooks.com/Recipe-Details.aspx?id=825691,Gathered,"[""coconut"", ""condensed milk"", ""vanilla""]"
665941,Tuna Ball,"[""1 (6 1/2 oz.) can tuna"", ""1 (8 oz.) cream cheese"", ""2 Tbsp. chives"", ""1/2 c. chopped pecans""]","[""Mix"", ""first"", ""three"", ""ingredients together, then roll into ball and"", ""over nuts."", ""For best results let cheese set out for an hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=215913,Gathered,"[""tuna"", ""cream cheese"", ""chives"", ""pecans""]"
665972,Macaroni And Cheese,"[""1 1/2 or 2 c. cooked macaroni"", ""2 cans evaporated milk (one large and one small)"", ""1/2 stick butter"", ""1 stick sharp Cheddar cheese, grated"", ""1 egg""]","[""In a bowl, toss cooked macaroni and butter."", ""In a 2-quart casserole dish, alternate a layer of macaroni and a layer of cheese, ending with cheese on top. Whip together milk and egg. Pour over top layer of macaroni and cheese."", ""Cook in a 400\u00b0 oven for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1034684,Gathered,"[""macaroni"", ""milk"", ""butter"", ""Cheddar cheese"", ""egg""]"
666144,Skillet Barbecue Chicken,"[""1 (3 lb.) broiler, cut up"", ""1 c. barbecue sauce"", ""1 c. 7-Up""]","[""Place chicken in large skillet."", ""Combine barbecue sauce and 7-Up, blending well."", ""Pour sauce over chicken."", ""Bring to boil. Cover; reduce heat and simmer for about 30 minutes, or until juices run clear when chicken is pierced with a fork.""]",www.cookbooks.com/Recipe-Details.aspx?id=664948,Gathered,"[""barbecue sauce""]"
666225,Sweet And Sour Steamed Cabbage,"[""1 medium sized head cabbage"", ""1 tsp. salt"", ""2 Tbsp. butter or margarine"", ""3 Tbsp. sugar"", ""3 Tbsp. vinegar""]","[""Cut cabbage in narrow wedges and steam in small amount of water until tender. Stir in butter. Combine sugar and vinegar. Pour over cabbage and heat thoroughly. Makes 6 to 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=146152,Gathered,"[""cabbage"", ""salt"", ""butter"", ""sugar"", ""vinegar""]"
666263,Graham Cracker Pecan Cookies,"[""1 c. butter (1 stick each: butter and oleo)"", ""1 c. brown sugar"", ""1 c. chopped pecans (2 c., if desired)"", ""24 small graham crackers""]","[""Melt butter and sugar together and boil until caramelized. Toss in nuts."", ""Spread graham crackers on cookie sheet."", ""Top with mixture."", ""Bake at 350\u00b0 for 10 minutes."", ""Cool and place on racks.""]",www.cookbooks.com/Recipe-Details.aspx?id=1022846,Gathered,"[""butter"", ""brown sugar"", ""pecans"", ""graham crackers""]"
666312,Hot Crab Dip,"[""8 oz. cream cheese"", ""1 Tbsp. grated onion"", ""1 Tbsp. milk"", ""2 Tbsp. horseradish"", ""1 (7 oz.) can crab or clams"", ""1 1/2 Tbsp. melted butter"", ""slivered almonds""]","[""Mix together the cheese, onion, milk, horseradish and crab. Sprinkle butter and almonds on top."", ""Bake at 350\u00b0 for 15 to 30 minutes, or zap in microwave."", ""May be frozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=752158,Gathered,"[""cream cheese"", ""onion"", ""milk"", ""horseradish"", ""crab"", ""butter"", ""almonds""]"
666317,Stuffed Mushrooms,"[""mushrooms (fresh)"", ""cream cheese"", ""bacon, cut into small pieces""]","[""Clean mushrooms; stuff with cream cheese."", ""Top with piece of bacon."", ""Broil until bacon browns.""]",www.cookbooks.com/Recipe-Details.aspx?id=415067,Gathered,"[""mushrooms"", ""cream cheese"", ""bacon""]"
666409,Cashew Chicken Salad,"[""4 c. diced cooked chicken"", ""1/2 c. sliced celery"", ""1/2 c. grapes, halved"", ""1/3 c. chopped cashews"", ""3/4 c. mayonnaise""]","[""Combine first 4 ingredients."", ""Add mayonnaise to chicken mixture, adding just enough to moisten."", ""Cover and chill."", ""Makes 4 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=111524,Gathered,"[""chicken"", ""celery"", ""grapes"", ""cashews"", ""mayonnaise""]"
666491,Sour Cream Slaw,"[""1 c. thick sour cream"", ""1 Tbsp. minced onion"", ""1 tsp. sugar"", ""dash of pepper"", ""1 Tbsp. lemon juice"", ""1 tsp. prepared mustard"", ""1 tsp. salt"", ""4 c. shredded cabbage""]","[""Combine all ingredients except cabbage."", ""Blend well."", ""Pour over cabbage and toss slightly until well blended."", ""Makes 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=614672,Gathered,"[""sour cream"", ""onion"", ""sugar"", ""pepper"", ""lemon juice"", ""mustard"", ""salt"", ""cabbage""]"
666521,Perfect Yogurt(Makes 2 Quarts)  ,"[""2 qt. milk"", ""2 Tbsp. yogurt""]","[""Heat the milk to 176\u00b0."", ""Cover; turn off heat."", ""Wait 10 minutes."", ""Turn heat on for 45 seconds."", ""Turn heat off; wait 10 minutes."", ""Turn into a heavy casserole dish, a crock-pot or Dutch oven."", ""Cool milk to between 105\u00b0 and 115\u00b0."", ""Stir in the yogurt from the store."", ""It must be the kind with live cultures."", ""Cover the pot; wrap in 2 bath towels."", ""Keep at 90\u00b0 for 3 to 6 hours. Remove towels."", ""Put yogurt in fridge overnight to set.""]",www.cookbooks.com/Recipe-Details.aspx?id=333770,Gathered,"[""milk"", ""yogurt""]"
666633,Rhubarb Marmalade,"[""3 1/2 c. rhubarb, cut up"", ""3 1/2 c. sugar"", ""1 small can crushed pineapple (this may be omitted if desired)""]","[""Mix and let stand 30 minutes."", ""Cook 30 minutes, stirring often until thick."", ""Remove from heat and stir in one box of strawberry jello."", ""Seal in hot jars."", ""When cool, keep refrigerated.""]",www.cookbooks.com/Recipe-Details.aspx?id=178546,Gathered,"[""rhubarb"", ""sugar"", ""pineapple""]"
666744,Shrimp Spread,"[""12 oz. cream cheese"", ""1/2 lb. precooked shrimp"", ""1/2 c. chopped celery"", ""1/2 c. chopped onion"", ""1/2 c. mayonnaise"", ""1/2 tsp. parsley"", ""dash of salt""]","[""Mix cream cheese and mayo."", ""Add remaining ingredients. Refrigerate overnight."", ""Serve with crackers or raw vegetables.""]",www.cookbooks.com/Recipe-Details.aspx?id=358471,Gathered,"[""cream cheese"", ""shrimp"", ""celery"", ""onion"", ""mayonnaise"", ""parsley"", ""salt""]"
666757,Magic Cookie Bars,"[""1 stick butter"", ""1 package graham crackers"", ""1 can eagle brand milk"", ""1 package chocolate chips"", ""1 can coconut"", ""1 large package of pecans""]","[""Crush graham crackers and mix with melted butter."", ""Spread in bottom of 9 x 13 inch pan. Pour and spread Eagle Brand milk over cracker crumb crust."", ""Top with chocolate chips, then coconut and nuts."", ""Bake at 350 degrees for about 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=14952,Gathered,"[""butter"", ""graham crackers"", ""milk"", ""chocolate chips"", ""coconut"", ""pecans""]"
666784,Peanut Butter Fudge,"[""4 c. sugar"", ""1 can evaporated milk"", ""dash of salt"", ""1 stick butter"", ""1 c. peanut butter"", ""1 tsp. vanilla""]","[""Combine all ingredients, except peanut butter."", ""Cook until syrup is a soft ball when dropped in cold water, approximately 15 or 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1020356,Gathered,"[""sugar"", ""milk"", ""salt"", ""butter"", ""peanut butter"", ""vanilla""]"
666951,Sangria Punch,"[""2/3 c. lemon juice"", ""1/4 c. sugar"", ""1/3 c. orange juice"", ""1 bottle (4/5 qt.) dry red wine""]","[""Strain juices; add sugar, stirring until dissolved."", ""Just before serving mix juice mixture and wine in a pitcher."", ""Add ice. Serve in punch cups.""]",www.cookbooks.com/Recipe-Details.aspx?id=668363,Gathered,"[""lemon juice"", ""sugar"", ""orange juice"", ""red wine""]"
666974,Rice Pudding,"[""1/3 c. rice (uncooked)"", ""1/2 c. sugar"", ""1/2 tsp. salt"", ""4 c. milk"", ""1 tsp. vanilla"", ""1/2 c. raisins"", ""pinch of cinnamon""]","[""Mix rice, sugar, salt, milk, vanilla and cinnamon."", ""Pour into buttered baking dish."", ""Bake covered dish for 2 hours."", ""Add raisins."", ""Stir and bake uncovered for 1/2 hour at 325\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=929807,Gathered,"[""rice"", ""sugar"", ""salt"", ""milk"", ""vanilla"", ""raisins"", ""cinnamon""]"
